  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1958           0      0.07489  0.07116  0.30  100000    7116   95020  6591932  65.92
  1958         1-4      0.00227  0.00903  1.32   92884     839  369288  6496913  69.95
  1958         5-9      0.00066  0.00331  2.27   92046     304  459397  6127624  66.57
  1958        10-14     0.00055  0.00276  2.61   91741     253  458103  5668228  61.78
  1958        15-19     0.00097  0.00484  2.80   91488     443  456470  5210124  56.95
  1958        20-24     0.00151  0.00752  2.52   91046     684  453533  4753654  52.21
  1958        25-29     0.00171  0.00850  2.56   90361     768  449931  4300121  47.59
  1958        30-34     0.00205  0.01017  2.57   89593     912  445749  3850190  42.97
  1958        35-39     0.00245  0.01219  2.58   88681    1081  440792  3404441  38.39
  1958        40-44     0.00341  0.01691  2.65   87600    1482  434517  2963649  33.83
  1958        45-49     0.00500  0.02473  2.71   86119    2130  425722  2529132  29.37
  1958        50-54     0.00777  0.03818  2.69   83989    3206  412538  2103409  25.04
  1958        55-59     0.01245  0.06051  2.68   80782    4889  392582  1690871  20.93
  1958        60-64     0.02029  0.09680  2.63   75894    7346  362085  1298289  17.11
  1958        65-69     0.03206  0.14902  2.64   68547   10215  318613   936204  13.66
  1958        70-74     0.05206  0.23132  2.59   58333   13494  259178   617591  10.59
  1958        75-79     0.08431  0.34942  2.55   44839   15668  185828   358413   7.99
  1958        80-84     0.13555  0.50137  2.40   29171   14625  107898   172585   5.92
  1958        85-89     0.19746  0.63978  2.25   14546    9306   47130    64687   4.45
  1958        90-94     0.27885  0.77004  2.09    5240    4035   14469    17557   3.35
  1958        95-99     0.37784  0.86412  1.86    1205    1041    2756     3088   2.56
  1958       100-104    0.48553  0.92490  1.65     164     151     312      332   2.03
  1958       105-109    0.59451  0.95899  1.47      12      12      20       21   1.67
  1958       110+       0.68046  1.00000  1.47       1       1       1        1   1.47
  1959           0      0.07451  0.07081  0.30  100000    7081   95042  6556072  65.56
  1959         1-4      0.00233  0.00925  1.32   92919     859  369370  6461030  69.53
  1959         5-9      0.00068  0.00341  2.31   92059     314  459453  6091660  66.17
  1959        10-14     0.00057  0.00285  2.55   91746     262  458086  5632207  61.39
  1959        15-19     0.00099  0.00491  2.82   91484     450  456440  5174121  56.56
  1959        20-24     0.00149  0.00742  2.55   91034     675  453515  4717682  51.82
  1959        25-29     0.00171  0.00850  2.56   90359     768  449921  4264166  47.19
  1959        30-34     0.00202  0.01004  2.58   89591     899  445775  3814246  42.57
  1959        35-39     0.00257  0.01276  2.66   88692    1132  440806  3368471  37.98
  1959        40-44     0.00341  0.01692  2.65   87560    1481  434311  2927665  33.44
  1959        45-49     0.00501  0.02475  2.64   86078    2130  425371  2493354  28.97
  1959        50-54     0.00793  0.03890  2.63   83948    3266  411996  2067983  24.63
  1959        55-59     0.01261  0.06127  2.68   80683    4943  391922  1655987  20.52
  1959        60-64     0.02089  0.09951  2.61   75739    7537  360705  1264065  16.69
  1959        65-69     0.03369  0.15606  2.64   68203   10643  315891   903360  13.25
  1959        70-74     0.05453  0.24080  2.57   57559   13860  254165   587469  10.21
  1959        75-79     0.08938  0.36470  2.48   43699   15937  178312   333304   7.63
  1959        80-84     0.14372  0.52193  2.38   27762   14490  100820   154992   5.58
  1959        85-89     0.21857  0.68122  2.24   13272    9041   41366    54172   4.08
  1959        90-94     0.31258  0.80714  2.00    4231    3415   10925    12807   3.03
  1959        95-99     0.42316  0.89521  1.78     816     730    1726     1882   2.31
  1959       100-104    0.54433  0.94657  1.55      86      81     149      156   1.82
  1959       105-109    0.66156  0.97223  1.37       5       4       7        7   1.51
  1959       110+       0.75013  1.00000  1.33       0       0       0        0   1.33
  1960           0      0.05772  0.05529  0.24  100000    5529   95801  6782921  67.83
  1960         1-4      0.00171  0.00681  1.36   94471     643  376185  6687120  70.79
  1960         5-9      0.00055  0.00275  2.34   93827     258  468449  6310935  67.26
  1960        10-14     0.00048  0.00240  2.64   93569     225  467313  5842486  62.44
  1960        15-19     0.00086  0.00429  2.81   93344     400  465842  5375173  57.58
  1960        20-24     0.00132  0.00658  2.57   92944     611  463235  4909331  52.82
  1960        25-29     0.00155  0.00773  2.56   92333     714  459921  4446096  48.15
  1960        30-34     0.00187  0.00930  2.59   91619     852  456041  3986174  43.51
  1960        35-39     0.00233  0.01157  2.57   90767    1050  451282  3530133  38.89
  1960        40-44     0.00324  0.01607  2.59   89717    1441  445103  3078851  34.32
  1960        45-49     0.00481  0.02380  2.66   88275    2101  436455  2633749  29.84
  1960        50-54     0.00747  0.03673  2.67   86174    3166  423488  2197293  25.50
  1960        55-59     0.01174  0.05712  2.66   83009    4741  403963  1773805  21.37
  1960        60-64     0.01916  0.09168  2.64   78267    7176  374421  1369842  17.50
  1960        65-69     0.03090  0.14398  2.63   71092   10236  331210   995421  14.00
  1960        70-74     0.04920  0.22022  2.62   60856   13402  272413   664210  10.91
  1960        75-79     0.07934  0.33172  2.53   47454   15742  198418   391797   8.26
  1960        80-84     0.12971  0.48553  2.41   31713   15397  118706   193379   6.10
  1960        85-89     0.19026  0.62670  2.28   16315   10225   53740    74674   4.58
  1960        90-94     0.26993  0.75536  2.09    6091    4601   17044    20934   3.44
  1960        95-99     0.36996  0.85844  1.88    1490    1279    3457     3890   2.61
  1960       100-104    0.48028  0.92300  1.66     211     195     405      433   2.05
  1960       105-109    0.59335  0.95895  1.47      16      16      26       27   1.68
  1960       110+       0.68291  1.00000  1.46       1       1       1        1   1.46
  1961           0      0.05515  0.05291  0.23  100000    5291   95933  6793746  67.94
  1961         1-4      0.00174  0.00692  1.35   94709     656  377099  6697813  70.72
  1961         5-9      0.00055  0.00274  2.33   94054     258  469577  6320713  67.20
  1961        10-14     0.00050  0.00249  2.58   93795     234  468410  5851136  62.38
  1961        15-19     0.00086  0.00427  2.85   93561     399  466948  5382726  57.53
  1961        20-24     0.00139  0.00691  2.53   93162     644  464219  4915777  52.77
  1961        25-29     0.00164  0.00817  2.53   92518     756  460724  4451559  48.12
  1961        30-34     0.00193  0.00959  2.57   91763     880  456675  3990834  43.49
  1961        35-39     0.00229  0.01138  2.64   90883    1034  451974  3534159  38.89
  1961        40-44     0.00314  0.01558  2.59   89849    1400  445867  3082186  34.30
  1961        45-49     0.00474  0.02343  2.66   88448    2072  437387  2636319  29.81
  1961        50-54     0.00745  0.03660  2.69   86376    3161  424564  2198931  25.46
  1961        55-59     0.01178  0.05733  2.68   83215    4771  405001  1774367  21.32
  1961        60-64     0.01923  0.09202  2.66   78444    7218  375322  1369365  17.46
  1961        65-69     0.03077  0.14341  2.64   71226   10215  332005   994043  13.96
  1961        70-74     0.04933  0.22059  2.61   61011   13458  272830   662038  10.85
  1961        75-79     0.08118  0.33851  2.55   47553   16097  198284   389208   8.18
  1961        80-84     0.12850  0.48316  2.43   31455   15198  118274   190924   6.07
  1961        85-89     0.19312  0.63059  2.25   16257   10252   53086    72650   4.47
  1961        90-94     0.28845  0.78838  2.12    6006    4735   16414    19564   3.26
  1961        95-99     0.39101  0.87500  1.84    1271    1112    2844     3150   2.48
  1961       100-104    0.51316  0.93665  1.61     159     149     290      306   1.92
  1961       105-109    0.63570  0.96806  1.41      10      10      15       16   1.57
  1961       110+       0.73020  1.00000  1.37       0       0       0        0   1.37
  1962           0      0.05570  0.05342  0.23  100000    5342   95904  6763290  67.63
  1962         1-4      0.00160  0.00636  1.38   94658     602  377054  6667386  70.44
  1962         5-9      0.00054  0.00269  2.26   94056     253  469584  6290332  66.88
  1962        10-14     0.00048  0.00240  2.61   93803     225  468475  5820747  62.05
  1962        15-19     0.00087  0.00434  2.86   93578     407  467018  5352272  57.20
  1962        20-24     0.00135  0.00674  2.61   93171     628  464353  4885254  52.43
  1962        25-29     0.00160  0.00798  2.57   92544     738  460925  4420901  47.77
  1962        30-34     0.00193  0.00960  2.60   91805     882  456909  3959976  43.13
  1962        35-39     0.00237  0.01177  2.56   90924    1070  452009  3503067  38.53
  1962        40-44     0.00324  0.01608  2.67   89853    1445  445895  3051058  33.96
  1962        45-49     0.00483  0.02388  2.63   88408    2112  437042  2605163  29.47
  1962        50-54     0.00754  0.03703  2.67   86297    3196  424042  2168121  25.12
  1962        55-59     0.01183  0.05754  2.66   83101    4781  404309  1744079  20.99
  1962        60-64     0.01948  0.09315  2.66   78320    7295  374496  1339770  17.11
  1962        65-69     0.03189  0.14820  2.62   71024   10526  330121   965273  13.59
  1962        70-74     0.05143  0.22871  2.58   60498   13837  269053   635153  10.50
  1962        75-79     0.08480  0.35102  2.55   46661   16379  193146   366100   7.85
  1962        80-84     0.13861  0.51014  2.41   30282   15448  111449   172953   5.71
  1962        85-89     0.21502  0.67091  2.20   14834    9952   46286    61504   4.15
  1962        90-94     0.30004  0.79171  2.02    4882    3865   12881    15218   3.12
  1962        95-99     0.42450  0.89646  1.78    1017     912    2147     2337   2.30
  1962       100-104    0.55075  0.94879  1.55     105     100     181      189   1.80
  1962       105-109    0.67259  0.97409  1.35       5       5       8        8   1.48
  1962       110+       0.76378  1.00000  1.31       0       0       0        0   1.31
  1963           0      0.05006  0.04817  0.21  100000    4817   96211  6855870  68.56
  1963         1-4      0.00157  0.00625  1.43   95183     595  379201  6759659  71.02
  1963         5-9      0.00051  0.00252  2.34   94588     239  472307  6380458  67.46
  1963        10-14     0.00045  0.00227  2.66   94350     214  471248  5908151  62.62
  1963        15-19     0.00084  0.00421  2.85   94136     396  469828  5436903  57.76
  1963        20-24     0.00128  0.00638  2.56   93739     598  467236  4967075  52.99
  1963        25-29     0.00152  0.00757  2.54   93142     705  463972  4499840  48.31
  1963        30-34     0.00182  0.00904  2.58   92437     836  460163  4035868  43.66
  1963        35-39     0.00236  0.01175  2.60   91601    1076  455425  3575705  39.04
  1963        40-44     0.00329  0.01632  2.63   90525    1477  449127  3120280  34.47
  1963        45-49     0.00469  0.02321  2.66   89048    2067  440395  2671153  30.00
  1963        50-54     0.00729  0.03586  2.69   86981    3119  427688  2230758  25.65
  1963        55-59     0.01157  0.05633  2.67   83862    4724  408280  1803070  21.50
  1963        60-64     0.01875  0.08982  2.67   79138    7108  379099  1394791  17.62
  1963        65-69     0.03072  0.14317  2.63   72030   10313  335692  1015691  14.10
  1963        70-74     0.04792  0.21481  2.59   61717   13258  276668   679999  11.02
  1963        75-79     0.07789  0.32643  2.52   48460   15819  203082   403332   8.32
  1963        80-84     0.12654  0.47641  2.41   32641   15551  122895   200250   6.13
  1963        85-89     0.19255  0.63095  2.27   17090   10783   56001    77355   4.53
  1963        90-94     0.27372  0.76198  2.09    6307    4806   17558    21354   3.39
  1963        95-99     0.38262  0.86892  1.86    1501    1305    3409     3795   2.53
  1963       100-104    0.50316  0.93296  1.63     197     184     365      386   1.96
  1963       105-109    0.62563  0.96620  1.42      13      13      20       21   1.59
  1963       110+       0.72101  1.00000  1.39       0       0       1        1   1.39
  1964           0      0.04816  0.04639  0.21  100000    4639   96319  6878040  68.78
  1964         1-4      0.00140  0.00556  1.37   95361     530  380052  6781721  71.12
  1964         5-9      0.00048  0.00238  2.31   94831     225  473548  6401669  67.51
  1964        10-14     0.00040  0.00201  2.61   94606     191  472572  5928121  62.66
  1964        15-19     0.00073  0.00365  2.78   94415     344  471310  5455549  57.78
  1964        20-24     0.00118  0.00586  2.60   94071     551  469029  4984239  52.98
  1964        25-29     0.00137  0.00683  2.55   93519     638  466034  4515210  48.28
  1964        30-34     0.00171  0.00849  2.60   92881     789  462508  4049176  43.60
  1964        35-39     0.00223  0.01107  2.62   92092    1020  458031  3586668  38.95
  1964        40-44     0.00313  0.01552  2.68   91072    1414  452087  3128637  34.35
  1964        45-49     0.00447  0.02212  2.67   89659    1984  443678  2676550  29.85
  1964        50-54     0.00706  0.03472  2.65   87675    3044  431238  2232872  25.47
  1964        55-59     0.01139  0.05546  2.68   84631    4694  412254  1801634  21.29
  1964        60-64     0.01890  0.09050  2.66   79938    7234  382757  1389380  17.38
  1964        65-69     0.03111  0.14476  2.60   72703   10524  338301  1006622  13.85
  1964        70-74     0.05078  0.22621  2.59   62179   14066  276973   668321  10.75
  1964        75-79     0.08104  0.33781  2.54   48113   16253  200550   391348   8.13
  1964        80-84     0.12957  0.48489  2.41   31860   15449  119228   190799   5.99
  1964        85-89     0.20316  0.65262  2.26   16411   10711   52719    71571   4.36
  1964        90-94     0.28029  0.76771  2.05    5701    4377   15615    18852   3.31
  1964        95-99     0.39702  0.87912  1.83    1324    1164    2932     3237   2.44
  1964       100-104    0.51981  0.93898  1.60     160     150     289      304   1.90
  1964       105-109    0.64221  0.96922  1.40      10       9      15       15   1.55
  1964       110+       0.73619  1.00000  1.36       0       0       0        0   1.36
  1965           0      0.04226  0.04085  0.19  100000    4085   96674  6948420  69.48
  1965         1-4      0.00130  0.00518  1.46   95915     497  382395  6851746  71.44
  1965         5-9      0.00046  0.00230  2.25   95418     220  476485  6469351  67.80
  1965        10-14     0.00037  0.00186  2.66   95198     177  475576  5992866  62.95
  1965        15-19     0.00069  0.00346  2.79   95021     329  474378  5517290  58.06
  1965        20-24     0.00114  0.00569  2.55   94692     539  472140  5042912  53.26
  1965        25-29     0.00133  0.00665  2.53   94153     626  469220  4570771  48.55
  1965        30-34     0.00167  0.00831  2.61   93527     777  465772  4101552  43.85
  1965        35-39     0.00226  0.01122  2.60   92749    1041  461247  3635780  39.20
  1965        40-44     0.00303  0.01503  2.64   91709    1378  455295  3174533  34.62
  1965        45-49     0.00460  0.02275  2.63   90330    2055  446783  2719237  30.10
  1965        50-54     0.00688  0.03383  2.64   88276    2986  434333  2272454  25.74
  1965        55-59     0.01130  0.05504  2.66   85289    4695  415477  1838120  21.55
  1965        60-64     0.01815  0.08704  2.65   80595    7015  386480  1422643  17.65
  1965        65-69     0.03043  0.14191  2.63   73580   10442  343168  1036163  14.08
  1965        70-74     0.04883  0.21848  2.59   63138   13794  282494   692996  10.98
  1965        75-79     0.07782  0.32683  2.55   49344   16127  207244   410501   8.32
  1965        80-84     0.12549  0.47371  2.41   33217   15735  125388   203257   6.12
  1965        85-89     0.19637  0.63841  2.26   17482   11161   56835    77869   4.45
  1965        90-94     0.27907  0.76771  2.07    6321    4853   17389    21035   3.33
  1965        95-99     0.39028  0.87456  1.85    1468    1284    3290     3645   2.48
  1965       100-104    0.51287  0.93657  1.61     184     173     336      355   1.93
  1965       105-109    0.63560  0.96805  1.41      12      11      18       18   1.57
  1965       110+       0.73013  1.00000  1.37       0       0       1        1   1.37
  1966           0      0.03924  0.03801  0.18  100000    3801   96865  6989214  69.89
  1966         1-4      0.00124  0.00493  1.47   96199     475  383595  6892350  71.65
  1966         5-9      0.00046  0.00229  2.34   95725     220  478038  6508755  67.99
  1966        10-14     0.00037  0.00186  2.57   95505     177  477094  6030717  63.15
  1966        15-19     0.00075  0.00376  2.77   95328     359  475840  5553623  58.26
  1966        20-24     0.00112  0.00559  2.56   94969     531  473547  5077783  53.47
  1966        25-29     0.00131  0.00651  2.57   94438     615  470693  4604236  48.75
  1966        30-34     0.00161  0.00803  2.60   93823     754  467303  4133543  44.06
  1966        35-39     0.00223  0.01110  2.63   93069    1033  462894  3666240  39.39
  1966        40-44     0.00308  0.01528  2.62   92036    1406  456836  3203345  34.81
  1966        45-49     0.00444  0.02198  2.66   90630    1992  448480  2746509  30.30
  1966        50-54     0.00704  0.03460  2.63   88638    3067  435935  2298029  25.93
  1966        55-59     0.01108  0.05402  2.70   85571    4623  417235  1862094  21.76
  1966        60-64     0.01806  0.08666  2.68   80948    7015  388439  1444858  17.85
  1966        65-69     0.02951  0.13799  2.66   73934   10202  345757  1056419  14.29
  1966        70-74     0.04782  0.21441  2.59   63732   13665  285768   710662  11.15
  1966        75-79     0.07565  0.31906  2.55   50067   15974  211165   424894   8.49
  1966        80-84     0.12247  0.46623  2.44   34093   15895  129784   213729   6.27
  1966        85-89     0.18774  0.62378  2.31   18198   11351   60464    83945   4.61
  1966        90-94     0.26973  0.75128  2.05    6846    5143   19069    23481   3.43
  1966        95-99     0.37243  0.86119  1.88    1703    1466    3937     4412   2.59
  1966       100-104    0.49065  0.92796  1.65     236     219     447      475   2.01
  1966       105-109    0.61150  0.96330  1.44      17      16      27       28   1.63
  1966       110+       0.70628  1.00000  1.42       1       1       1        1   1.42
  1967           0      0.03850  0.03731  0.17  100000    3731   96912  6959251  69.59
  1967         1-4      0.00123  0.00491  1.50   96269     473  383891  6862339  71.28
  1967         5-9      0.00046  0.00230  2.32   95796     220  478388  6478448  67.63
  1967        10-14     0.00038  0.00188  2.57   95575     180  477440  6000060  62.78
  1967        15-19     0.00074  0.00369  2.81   95395     352  476207  5522620  57.89
  1967        20-24     0.00111  0.00553  2.61   95043     526  473959  5046413  53.10
  1967        25-29     0.00128  0.00637  2.56   94517     602  471117  4572454  48.38
  1967        30-34     0.00163  0.00812  2.62   93915     763  467763  4101337  43.67
  1967        35-39     0.00226  0.01124  2.65   93153    1047  463306  3633574  39.01
  1967        40-44     0.00309  0.01533  2.66   92106    1412  457219  3170268  34.42
  1967        45-49     0.00462  0.02285  2.64   90694    2072  448586  2713049  29.91
  1967        50-54     0.00713  0.03506  2.67   88622    3107  435854  2264463  25.55
  1967        55-59     0.01136  0.05534  2.67   85515    4733  416564  1828609  21.38
  1967        60-64     0.01847  0.08846  2.63   80782    7146  386977  1412044  17.48
  1967        65-69     0.03034  0.14160  2.64   73636   10427  343609  1025068  13.92
  1967        70-74     0.05005  0.22329  2.59   63210   14114  281992   681459  10.78
  1967        75-79     0.07973  0.33250  2.50   49095   16324  204741   399467   8.14
  1967        80-84     0.13151  0.49081  2.42   32771   16085  122307   194727   5.94
  1967        85-89     0.20137  0.64834  2.25   16687   10819   53726    72419   4.34
  1967        90-94     0.29462  0.78960  2.06    5868    4633   15727    18693   3.19
  1967        95-99     0.40444  0.88418  1.82    1235    1092    2699     2966   2.40
  1967       100-104    0.52928  0.94222  1.58     143     135     255      267   1.87
  1967       105-109    0.65235  0.97096  1.38       8       8      12       13   1.53
  1967       110+       0.74593  1.00000  1.34       0       0       0        0   1.34
  1968           0      0.03409  0.03314  0.16  100000    3314   97206  7022716  70.23
  1968         1-4      0.00111  0.00444  1.51   96686     429  385677  6925510  71.63
  1968         5-9      0.00047  0.00235  2.28   96257     226  480668  6539833  67.94
  1968        10-14     0.00037  0.00185  2.60   96031     178  479726  6059165  63.10
  1968        15-19     0.00074  0.00369  2.86   95853     354  478504  5579439  58.21
  1968        20-24     0.00120  0.00598  2.62   95499     571  476132  5100935  53.41
  1968        25-29     0.00129  0.00642  2.66   94928     609  473212  4624803  48.72
  1968        30-34     0.00156  0.00779  2.63   94318     735  469851  4151592  44.02
  1968        35-39     0.00222  0.01102  2.67   93583    1031  465513  3681741  39.34
  1968        40-44     0.00318  0.01578  2.62   92552    1460  459286  3216227  34.75
  1968        45-49     0.00459  0.02272  2.64   91092    2069  450573  2756941  30.27
  1968        50-54     0.00699  0.03439  2.67   89022    3062  437967  2306368  25.91
  1968        55-59     0.01112  0.05418  2.67   85960    4657  418941  1868402  21.74
  1968        60-64     0.01810  0.08679  2.64   81303    7057  389835  1449460  17.83
  1968        65-69     0.02987  0.13952  2.64   74247   10359  346755  1059625  14.27
  1968        70-74     0.04805  0.21532  2.59   63888   13757  286282   712870  11.16
  1968        75-79     0.07503  0.31625  2.52   50131   15854  211287   426589   8.51
  1968        80-84     0.12154  0.46306  2.43   34277   15872  130589   215301   6.28
  1968        85-89     0.18664  0.62059  2.30   18405   11422   61197    84712   4.60
  1968        90-94     0.27647  0.76112  2.05    6983    5315   19224    23515   3.37
  1968        95-99     0.37531  0.86357  1.87    1668    1441    3838     4291   2.57
  1968       100-104    0.49547  0.92999  1.64     228     212     427      453   1.99
  1968       105-109    0.61765  0.96460  1.44      16      15      25       26   1.61
  1968       110+       0.71288  1.00000  1.40       1       1       1        1   1.40
  1969           0      0.03527  0.03425  0.16  100000    3425   97126  6971333  69.71
  1969         1-4      0.00108  0.00431  1.48   96575     416  385250  6874207  71.18
  1969         5-9      0.00046  0.00231  2.28   96159     222  480191  6488957  67.48
  1969        10-14     0.00035  0.00174  2.67   95937     167  479297  6008766  62.63
  1969        15-19     0.00075  0.00375  2.87   95770     359  478086  5529469  57.74
  1969        20-24     0.00112  0.00558  2.56   95411     533  475759  5051384  52.94
  1969        25-29     0.00127  0.00633  2.59   94878     600  472943  4575625  48.23
  1969        30-34     0.00161  0.00803  2.63   94278     757  469592  4102682  43.52
  1969        35-39     0.00227  0.01130  2.66   93521    1056  465127  3633090  38.85
  1969        40-44     0.00325  0.01612  2.62   92464    1490  458777  3167963  34.26
  1969        45-49     0.00484  0.02391  2.67   90974    2175  449798  2709186  29.78
  1969        50-54     0.00733  0.03602  2.69   88799    3198  436606  2259388  25.44
  1969        55-59     0.01155  0.05623  2.67   85601    4813  416806  1822782  21.29
  1969        60-64     0.01897  0.09079  2.63   80787    7335  386547  1405976  17.40
  1969        65-69     0.03098  0.14436  2.64   73453   10604  342240  1019429  13.88
  1969        70-74     0.05078  0.22606  2.57   62849   14208  279763   677189  10.77
  1969        75-79     0.08064  0.33576  2.51   48641   16332  202536   397426   8.17
  1969        80-84     0.12885  0.48379  2.43   32309   15631  121307   194891   6.03
  1969        85-89     0.19728  0.63958  2.25   16678   10667   54071    73584   4.41
  1969        90-94     0.28776  0.77613  2.03    6011    4666   16213    19512   3.25
  1969        95-99     0.39570  0.87829  1.83    1346    1182    2987     3299   2.45
  1969       100-104    0.51871  0.93860  1.60     164     154     296      312   1.90
  1969       105-109    0.64089  0.96896  1.40      10      10      15       16   1.55
  1969       110+       0.73439  1.00000  1.36       0       0       0        0   1.36
  1970           0      0.03945  0.03821  0.18  100000    3821   96851  6958862  69.59
  1970         1-4      0.00106  0.00422  1.52   96179     406  383709  6862011  71.35
  1970         5-9      0.00045  0.00224  2.34   95773     215  478295  6478303  67.64
  1970        10-14     0.00038  0.00192  2.68   95558     183  477366  6000007  62.79
  1970        15-19     0.00072  0.00360  2.87   95375     343  476145  5522641  57.90
  1970        20-24     0.00110  0.00551  2.56   95032     523  473885  5046496  53.10
  1970        25-29     0.00128  0.00638  2.52   94509     603  471048  4572611  48.38
  1970        30-34     0.00156  0.00779  2.59   93906     731  467764  4101563  43.68
  1970        35-39     0.00220  0.01094  2.63   93174    1019  463455  3633798  39.00
  1970        40-44     0.00322  0.01596  2.63   92155    1471  457294  3170343  34.40
  1970        45-49     0.00473  0.02338  2.64   90685    2120  448425  2713049  29.92
  1970        50-54     0.00708  0.03481  2.62   88564    3083  435473  2264624  25.57
  1970        55-59     0.01128  0.05497  2.67   85482    4699  416450  1829151  21.40
  1970        60-64     0.01860  0.08911  2.66   80783    7199  387052  1412701  17.49
  1970        65-69     0.02987  0.13955  2.65   73584   10269  343762  1025649  13.94
  1970        70-74     0.05083  0.22640  2.59   63315   14335  281997   681888  10.77
  1970        75-79     0.08116  0.33824  2.54   48981   16567  204132   399890   8.16
  1970        80-84     0.12781  0.48190  2.45   32413   15620  122214   195759   6.04
  1970        85-89     0.19773  0.64187  2.27   16793   10779   54514    73545   4.38
  1970        90-94     0.29595  0.78814  2.03    6014    4740   16016    19030   3.16
  1970        95-99     0.41107  0.88891  1.81    1274    1133    2755     3014   2.37
  1970       100-104    0.54125  0.94626  1.56     142     134     247      259   1.83
  1970       105-109    0.66746  0.97344  1.36       8       7      11       11   1.49
  1970       110+       0.76156  1.00000  1.31       0       0       0        0   1.31
  1971           0      0.03564  0.03460  0.16  100000    3460   97101  6937205  69.37
  1971         1-4      0.00108  0.00433  1.50   96540     418  385115  6840104  70.85
  1971         5-9      0.00047  0.00232  2.34   96122     223  480014  6454989  67.15
  1971        10-14     0.00038  0.00188  2.56   95898     180  479052  5974975  62.31
  1971        15-19     0.00077  0.00386  2.87   95718     369  477806  5495923  57.42
  1971        20-24     0.00117  0.00585  2.54   95349     558  475376  5018117  52.63
  1971        25-29     0.00133  0.00662  2.58   94792     627  472442  4542741  47.92
  1971        30-34     0.00167  0.00832  2.60   94164     783  468940  4070300  43.23
  1971        35-39     0.00232  0.01154  2.63   93381    1078  464350  3601359  38.57
  1971        40-44     0.00341  0.01693  2.65   92303    1562  457848  3137010  33.99
  1971        45-49     0.00492  0.02430  2.64   90741    2205  448509  2679161  29.53
  1971        50-54     0.00737  0.03624  2.64   88536    3208  435103  2230652  25.19
  1971        55-59     0.01144  0.05569  2.65   85328    4752  415450  1795549  21.04
  1971        60-64     0.01928  0.09230  2.68   80576    7437  385659  1380099  17.13
  1971        65-69     0.03188  0.14829  2.65   73139   10846  340250   994440  13.60
  1971        70-74     0.05336  0.23650  2.60   62294   14732  276111   654190  10.50
  1971        75-79     0.08598  0.35421  2.52   47562   16847  195944   378079   7.95
  1971        80-84     0.13248  0.49320  2.41   30715   15148  114344   182135   5.93
  1971        85-89     0.19990  0.64594  2.26   15566   10055   50301    67791   4.35
  1971        90-94     0.29551  0.78441  2.01    5511    4323   14630    17490   3.17
  1971        95-99     0.40362  0.88363  1.82    1188    1050    2601     2860   2.41
  1971       100-104    0.52803  0.94177  1.58     138     130     247      259   1.87
  1971       105-109    0.65032  0.97057  1.39       8       8      12       12   1.53
  1971       110+       0.74295  1.00000  1.35       0       0       0        0   1.35
  1972           0      0.03321  0.03230  0.15  100000    3230   97266  7054725  70.55
  1972         1-4      0.00098  0.00389  1.59   96770     377  386171  6957459  71.90
  1972         5-9      0.00045  0.00227  2.35   96393     219  481386  6571288  68.17
  1972        10-14     0.00036  0.00180  2.67   96174     173  480468  6089902  63.32
  1972        15-19     0.00072  0.00361  2.92   96001     347  479285  5609434  58.43
  1972        20-24     0.00114  0.00570  2.53   95654     545  476926  5130148  53.63
  1972        25-29     0.00121  0.00605  2.53   95109     575  474129  4653223  48.92
  1972        30-34     0.00160  0.00796  2.59   94534     753  470854  4179093  44.21
  1972        35-39     0.00219  0.01088  2.63   93781    1020  466493  3708239  39.54
  1972        40-44     0.00318  0.01577  2.66   92761    1463  460380  3241746  34.95
  1972        45-49     0.00468  0.02314  2.64   91298    2113  451511  2781366  30.46
  1972        50-54     0.00709  0.03486  2.62   89185    3109  438536  2329854  26.12
  1972        55-59     0.01070  0.05218  2.67   86076    4492  419929  1891319  21.97
  1972        60-64     0.01730  0.08314  2.65   81584    6783  391960  1471390  18.04
  1972        65-69     0.02833  0.13276  2.64   74801    9931  350593  1079430  14.43
  1972        70-74     0.04634  0.20862  2.61   64870   13533  292068   728837  11.24
  1972        75-79     0.07564  0.31878  2.54   51337   16365  216345   436769   8.51
  1972        80-84     0.11980  0.45918  2.46   34972   16058  134039   220424   6.30
  1972        85-89     0.18944  0.62658  2.30   18914   11851   62559    86385   4.57
  1972        90-94     0.27436  0.76776  2.13    7063    5422   19764    23826   3.37
  1972        95-99     0.39092  0.87559  1.85    1640    1436    3674     4062   2.48
  1972       100-104    0.51880  0.93898  1.60     204     192     369      389   1.90
  1972       105-109    0.64552  0.96993  1.39      12      12      19       19   1.54
  1972       110+       0.74166  1.00000  1.35       0       0       1        1   1.35
  1973           0      0.03076  0.02997  0.15  100000    2997   97438  7052997  70.53
  1973         1-4      0.00093  0.00372  1.57   97003     361  387135  6955560  71.70
  1973         5-9      0.00043  0.00212  2.32   96642     205  482661  6568425  67.97
  1973        10-14     0.00036  0.00179  2.50   96437     173  481754  6085764  63.11
  1973        15-19     0.00073  0.00364  2.88   96264     350  480580  5604010  58.21
  1973        20-24     0.00110  0.00547  2.55   95914     525  478283  5123430  53.42
  1973        25-29     0.00125  0.00621  2.55   95389     592  475499  4645147  48.70
  1973        30-34     0.00158  0.00787  2.58   94797     746  472183  4169649  43.98
  1973        35-39     0.00221  0.01099  2.62   94051    1033  467793  3697466  39.31
  1973        40-44     0.00328  0.01626  2.69   93017    1513  461592  3229673  34.72
