  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  2017        70-74     0.02760  0.12934  2.58   74978    9698  351400  1102121  14.70
  2017        75-79     0.04114  0.18728  2.61   65280   12226  297206   750721  11.50
  2017        80-84     0.06908  0.29618  2.59   53054   15713  227453   453515   8.55
  2017        85-89     0.12216  0.46668  2.47   37341   17426  142646   226062   6.05
  2017        90-94     0.20586  0.66059  2.29   19915   13155   63904    83417   4.19
  2017        95-99     0.32641  0.82600  2.01    6759    5583   17104    19513   2.89
  2017       100-104    0.47925  0.92664  1.69    1176    1090    2274     2408   2.05
  2017       105-109    0.63987  0.97028  1.41      86      84     131      134   1.56
  2017       110+       0.76132  1.00000  1.31       3       3       3        3   1.31
  2018           0      0.00386  0.00385  0.14  100000     385   99670  7762911  77.63
  2018         1-4      0.00016  0.00062  1.64   99615      62  398314  7663241  76.93
  2018         5-9      0.00009  0.00045  2.57   99553      44  497657  7264927  72.98
  2018        10-14     0.00014  0.00071  2.86   99509      70  497393  6767269  68.01
  2018        15-19     0.00036  0.00180  2.97   99438     179  496828  6269876  63.05
  2018        20-24     0.00058  0.00287  2.51   99259     285  495584  5773048  58.16
  2018        25-29     0.00068  0.00341  2.61   98974     337  494063  5277464  53.32
  2018        30-34     0.00092  0.00457  2.64   98637     450  492119  4783401  48.50
  2018        35-39     0.00131  0.00655  2.71   98186     643  489457  4291283  43.71
  2018        40-44     0.00211  0.01049  2.65   97543    1023  485313  3801825  38.98
  2018        45-49     0.00340  0.01687  2.69   96520    1628  478833  3316512  34.36
  2018        50-54     0.00541  0.02671  2.68   94892    2535  468578  2837679  29.90
  2018        55-59     0.00885  0.04336  2.68   92357    4005  452501  2369101  25.65
  2018        60-64     0.01358  0.06578  2.63   88352    5812  427957  1916600  21.69
  2018        65-69     0.01987  0.09483  2.59   82540    7827  393867  1488642  18.04
  2018        70-74     0.02812  0.13168  2.59   74713    9838  349872  1094775  14.65
  2018        75-79     0.04177  0.18979  2.60   64875   12312  294781   744904  11.48
  2018        80-84     0.06922  0.29663  2.59   52562   15591  225253   450123   8.56
  2018        85-89     0.12215  0.46721  2.48   36971   17273  141405   224869   6.08
  2018        90-94     0.20275  0.65510  2.30   19698   12904   63645    83465   4.24
  2018        95-99     0.32256  0.82198  2.02    6794    5584   17313    19819   2.92
  2018       100-104    0.47304  0.92387  1.70    1209    1117    2362     2507   2.07
  2018       105-109    0.63229  0.96893  1.42      92      89     141      145   1.57
  2018       110+       0.75375  1.00000  1.33       3       3       4        4   1.33
